case_id,fir_number,filed_date,modus_operandi,weapon_type,status,narrative_kn,narrative_en,location_id,sensitivity_level
KA-2024-00086,FIR/2024/6992,2024-08-06,residential break-in via forced door lock,none (cyber/no physical weapon),under investigation,"Hubballi-Dharwad ಪ್ರದೇಶದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 15:48. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.",Complainant reported a residential break-in via forced door lock at approximately 15:48 in Hubballi-Dharwad. No weapon was involved. Case status: under investigation.,LOC-6728d136,standard
KA-2025-00087,FIR/2025/8724,2025-07-31,shop burglary after business hours,blunt object,pending forensic report,Bengaluru Urban ನಲ್ಲಿ 01:32 ಸಮಯದಲ್ಲಿ ವ್ಯಾಪಾರದ ಸಮಯದ ನಂತರ ಅಂಗಡಿ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.,Complainant reported a shop burglary after business hours at approximately 01:32 in Bengaluru Urban. A blunt object was reportedly involved. Case status: pending forensic report.,LOC-50abd51f,restricted
KA-2025-00088,FIR/2025/1742,2025-09-26,residential break-in via forced door lock,none (cyber/no physical weapon),closed,Kalaburagi ನಲ್ಲಿ 06:22 ಸಮಯದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,Complainant reported a residential break-in via forced door lock at approximately 06:22 in Kalaburagi. No weapon was involved. Case status: closed.,LOC-01faf156,standard
KA-2025-00089,FIR/2025/3531,2025-12-05,cyber fraud via phishing call,knife,pending forensic report,"Tumakuru ಪ್ರದೇಶದಲ್ಲಿ ಫಿಶಿಂಗ್ ಕರೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 17:03. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.",A case of cyber fraud via phishing call was registered in Tumakuru. Incident occurred around 17:03. A knife was reportedly involved. Current status: pending forensic report.,LOC-98c9c0d3,standard
KA-2024-00090,FIR/2024/4868,2024-12-03,chain snatching using two-wheeler,none,closed,"Mysuru ಪ್ರದೇಶದಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಬಳಸಿ ಸರಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 12:24. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",A case of chain snatching using two-wheeler was registered in Mysuru. Incident occurred around 12:24. No weapon was involved. Current status: closed.,LOC-b47cff09,standard
KA-2025-00091,FIR/2025/8450,2025-03-04,shop burglary after business hours,none,pending forensic report,Kalaburagi ನಲ್ಲಿ 13:36 ಸಮಯದಲ್ಲಿ ವ್ಯಾಪಾರದ ಸಮಯದ ನಂತರ ಅಂಗಡಿ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.,Complainant reported a shop burglary after business hours at approximately 13:36 in Kalaburagi. No weapon was involved. Case status: pending forensic report.,LOC-7cbdccba,standard
KA-2026-00092,FIR/2026/4394,2026-05-27,shop burglary after business hours,knife,chargesheet filed,Davanagere ನಲ್ಲಿ 00:59 ಸಮಯದಲ್ಲಿ ವ್ಯಾಪಾರದ ಸಮಯದ ನಂತರ ಅಂಗಡಿ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,Complainant reported a shop burglary after business hours at approximately 00:59 in Davanagere. A knife was reportedly involved. Case status: chargesheet filed.,LOC-57b896fd,standard
KA-2024-00093,FIR/2024/3858,2024-08-12,cyber fraud via fake job offer,none,closed,"Kalaburagi ಪ್ರದೇಶದಲ್ಲಿ ನಕಲಿ ಉದ್ಯೋಗ ನೀಡಿಕೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 18:21. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",Complainant reported a cyber fraud via fake job offer at approximately 18:21 in Kalaburagi. No weapon was involved. Case status: closed.,LOC-72cf862a,standard
KA-2024-00094,FIR/2024/3076,2024-09-27,chain snatching on foot near market,blunt object,under investigation,Mangaluru ನಲ್ಲಿ 16:22 ಸಮಯದಲ್ಲಿ ಮಾರುಕಟ್ಟೆ ಬಳಿ ನಡೆದುಕೊಂಡು ಸರಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,A case of chain snatching on foot near market was registered in Mangaluru. Incident occurred around 16:22. A blunt object was reportedly involved. Current status: under investigation.,LOC-9173be6a,standard
KA-2026-00095,FIR/2026/9543,2026-02-21,shop burglary after business hours,none,pending forensic report,Mysuru ನಲ್ಲಿ 16:28 ಸಮಯದಲ್ಲಿ ವ್ಯಾಪಾರದ ಸಮಯದ ನಂತರ ಅಂಗಡಿ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.,Complainant reported a shop burglary after business hours at approximately 16:28 in Mysuru. No weapon was involved. Case status: pending forensic report.,LOC-723fe4c3,standard
KA-2026-00096,FIR/2026/2323,2026-01-31,ATM tampering attempt,none (cyber/no physical weapon),under investigation,Bengaluru Urban ನಲ್ಲಿ 14:32 ಸಮಯದಲ್ಲಿ ಎಟಿಎಂ ಕುತಂತ್ರ ಪ್ರಯತ್ನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,A case of ATM tampering attempt was registered in Bengaluru Urban. Incident occurred around 14:32. No weapon was involved. Current status: under investigation.,LOC-e35ce1d9,standard
KA-2026-00097,FIR/2026/9282,2026-04-04,cyber fraud via fake job offer,blunt object,pending forensic report,"Mysuru ಪ್ರದೇಶದಲ್ಲಿ ನಕಲಿ ಉದ್ಯೋಗ ನೀಡಿಕೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 04:35. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.",A case of cyber fraud via fake job offer was registered in Mysuru. Incident occurred around 04:35. A blunt object was reportedly involved. Current status: pending forensic report.,LOC-b47cff09,standard
KA-2025-00098,FIR/2025/6553,2025-12-02,cyber fraud via phishing call,knife,pending forensic report,"Mysuru ಪ್ರದೇಶದಲ್ಲಿ ಫಿಶಿಂಗ್ ಕರೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 11:11. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.",Complainant reported a cyber fraud via phishing call at approximately 11:11 in Mysuru. A knife was reportedly involved. Case status: pending forensic report.,LOC-c8e888c0,standard
KA-2024-00099,FIR/2024/2494,2024-08-25,shop burglary after business hours,blunt object,closed,Ballari ನಲ್ಲಿ 02:47 ಸಮಯದಲ್ಲಿ ವ್ಯಾಪಾರದ ಸಮಯದ ನಂತರ ಅಂಗಡಿ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,A case of shop burglary after business hours was registered in Ballari. Incident occurred around 02:47. A blunt object was reportedly involved. Current status: closed.,LOC-692cee04,standard
KA-2024-00100,FIR/2024/7929,2024-07-08,two-wheeler theft from parking area,none,closed,"Ballari ಪ್ರದೇಶದಲ್ಲಿ ಪಾರ್ಕಿಂಗ್ ಪ್ರದೇಶದಿಂದ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 21:06. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",A case of two-wheeler theft from parking area was registered in Ballari. Incident occurred around 21:06. No weapon was involved. Current status: closed.,LOC-102cfde3,standard
KA-2024-00101,FIR/2024/2773,2024-08-28,shop burglary after business hours,none,chargesheet filed,Bengaluru Urban ನಲ್ಲಿ 08:45 ಸಮಯದಲ್ಲಿ ವ್ಯಾಪಾರದ ಸಮಯದ ನಂತರ ಅಂಗಡಿ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,A case of shop burglary after business hours was registered in Bengaluru Urban. Incident occurred around 08:45. No weapon was involved. Current status: chargesheet filed.,LOC-50abd51f,standard
KA-2025-00102,FIR/2025/5477,2025-02-19,chain snatching on foot near market,none (cyber/no physical weapon),under investigation,Kalaburagi ನಲ್ಲಿ 11:10 ಸಮಯದಲ್ಲಿ ಮಾರುಕಟ್ಟೆ ಬಳಿ ನಡೆದುಕೊಂಡು ಸರಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,Complainant reported a chain snatching on foot near market at approximately 11:10 in Kalaburagi. No weapon was involved. Case status: under investigation.,LOC-01faf156,standard
KA-2024-00103,FIR/2024/9691,2024-08-08,two-wheeler theft from parking area,none (cyber/no physical weapon),under investigation,Kalaburagi ನಲ್ಲಿ 09:28 ಸಮಯದಲ್ಲಿ ಪಾರ್ಕಿಂಗ್ ಪ್ರದೇಶದಿಂದ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,Complainant reported a two-wheeler theft from parking area at approximately 09:28 in Kalaburagi. No weapon was involved. Case status: under investigation.,LOC-9186bdc2,standard
KA-2024-00104,FIR/2024/2336,2024-08-29,shop burglary after business hours,none,under investigation,Tumakuru ನಲ್ಲಿ 16:26 ಸಮಯದಲ್ಲಿ ವ್ಯಾಪಾರದ ಸಮಯದ ನಂತರ ಅಂಗಡಿ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,Complainant reported a shop burglary after business hours at approximately 16:26 in Tumakuru. No weapon was involved. Case status: under investigation.,LOC-98c9c0d3,standard
KA-2025-00105,FIR/2025/5640,2025-06-20,chain snatching using two-wheeler,knife,under investigation,Ballari ನಲ್ಲಿ 04:58 ಸಮಯದಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಬಳಸಿ ಸರಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,A case of chain snatching using two-wheeler was registered in Ballari. Incident occurred around 04:58. A knife was reportedly involved. Current status: under investigation.,LOC-9a45fc99,standard
KA-2024-00106,FIR/2024/4460,2024-01-12,chain snatching on foot near market,none (cyber/no physical weapon),under investigation,"Tumakuru ಪ್ರದೇಶದಲ್ಲಿ ಮಾರುಕಟ್ಟೆ ಬಳಿ ನಡೆದುಕೊಂಡು ಸರಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 22:35. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.",Complainant reported a chain snatching on foot near market at approximately 22:35 in Tumakuru. No weapon was involved. Case status: under investigation.,LOC-debddecb,standard
KA-2025-00107,FIR/2025/2180,2025-08-13,ATM tampering attempt,knife,chargesheet filed,"Hubballi-Dharwad ಪ್ರದೇಶದಲ್ಲಿ ಎಟಿಎಂ ಕುತಂತ್ರ ಪ್ರಯತ್ನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 15:09. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.",Complainant reported a ATM tampering attempt at approximately 15:09 in Hubballi-Dharwad. A knife was reportedly involved. Case status: chargesheet filed.,LOC-4e14b28c,standard
KA-2026-00108,FIR/2026/5743,2026-06-09,residential break-in via forced door lock,blunt object,pending forensic report,"Bengaluru Urban ಪ್ರದೇಶದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 17:53. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.",A case of residential break-in via forced door lock was registered in Bengaluru Urban. Incident occurred around 17:53. A blunt object was reportedly involved. Current status: pending forensic report.,LOC-bed5ae5e,standard
KA-2025-00109,FIR/2025/8138,2025-11-09,pickpocketing in crowded transit area,blunt object,under investigation,Kalaburagi ನಲ್ಲಿ 09:47 ಸಮಯದಲ್ಲಿ ಜನನಿಬಿಡ ಸ್ಥಳದಲ್ಲಿ ಜೇಬುಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,Complainant reported a pickpocketing in crowded transit area at approximately 09:47 in Kalaburagi. A blunt object was reportedly involved. Case status: under investigation.,LOC-155f4b8b,standard
KA-2024-00110,FIR/2024/9693,2024-09-18,shop burglary after business hours,knife,closed,Mysuru ನಲ್ಲಿ 04:26 ಸಮಯದಲ್ಲಿ ವ್ಯಾಪಾರದ ಸಮಯದ ನಂತರ ಅಂಗಡಿ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,Complainant reported a shop burglary after business hours at approximately 04:26 in Mysuru. A knife was reportedly involved. Case status: closed.,LOC-395bdba4,standard
KA-2024-00111,FIR/2024/3842,2024-08-15,two-wheeler theft from parking area,knife,under investigation,Kalaburagi ನಲ್ಲಿ 11:50 ಸಮಯದಲ್ಲಿ ಪಾರ್ಕಿಂಗ್ ಪ್ರದೇಶದಿಂದ ದ್ವಿಚಕ್ರ ವಾಹನ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,A case of two-wheeler theft from parking area was registered in Kalaburagi. Incident occurred around 11:50. A knife was reportedly involved. Current status: under investigation.,LOC-9a7c468c,standard
KA-2026-00112,FIR/2026/3473,2026-05-26,pickpocketing in crowded transit area,none (cyber/no physical weapon),pending forensic report,"Mysuru ಪ್ರದೇಶದಲ್ಲಿ ಜನನಿಬಿಡ ಸ್ಥಳದಲ್ಲಿ ಜೇಬುಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 21:46. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.",A case of pickpocketing in crowded transit area was registered in Mysuru. Incident occurred around 21:46. No weapon was involved. Current status: pending forensic report.,LOC-293993da,standard
KA-2026-00113,FIR/2026/8565,2026-02-27,cyber fraud via fake job offer,none,closed,"Tumakuru ಪ್ರದೇಶದಲ್ಲಿ ನಕಲಿ ಉದ್ಯೋಗ ನೀಡಿಕೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 02:53. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",Complainant reported a cyber fraud via fake job offer at approximately 02:53 in Tumakuru. No weapon was involved. Case status: closed.,LOC-fe68a7f0,standard
KA-2026-00114,FIR/2026/4084,2026-06-20,residential break-in via forced door lock,none (cyber/no physical weapon),pending forensic report,"Kalaburagi ಪ್ರದೇಶದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 12:14. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.",Complainant reported a residential break-in via forced door lock at approximately 12:14 in Kalaburagi. No weapon was involved. Case status: pending forensic report.,LOC-62209f35,standard
KA-2026-00115,FIR/2026/5059,2026-02-22,residential break-in via forced door lock,blunt object,under investigation,Shivamogga ನಲ್ಲಿ 18:57 ಸಮಯದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,Complainant reported a residential break-in via forced door lock at approximately 18:57 in Shivamogga. A blunt object was reportedly involved. Case status: under investigation.,LOC-7924c096,standard
KA-2025-00116,FIR/2025/6482,2025-09-27,shop burglary after business hours,blunt object,pending forensic report,Shivamogga ನಲ್ಲಿ 00:01 ಸಮಯದಲ್ಲಿ ವ್ಯಾಪಾರದ ಸಮಯದ ನಂತರ ಅಂಗಡಿ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.,A case of shop burglary after business hours was registered in Shivamogga. Incident occurred around 00:01. A blunt object was reportedly involved. Current status: pending forensic report.,LOC-355b1478,standard
KA-2024-00117,FIR/2024/6082,2024-05-06,cyber fraud via fake job offer,knife,closed,"Shivamogga ಪ್ರದೇಶದಲ್ಲಿ ನಕಲಿ ಉದ್ಯೋಗ ನೀಡಿಕೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 14:36. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",Complainant reported a cyber fraud via fake job offer at approximately 14:36 in Shivamogga. A knife was reportedly involved. Case status: closed.,LOC-28072b01,standard
KA-2025-00118,FIR/2025/7937,2025-05-25,residential break-in via forced door lock,blunt object,pending forensic report,Ballari ನಲ್ಲಿ 06:29 ಸಮಯದಲ್ಲಿ ಬಾಗಿಲಿನ ಬೀಗ ಮುರಿದು ಮನೆ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.,Complainant reported a residential break-in via forced door lock at approximately 06:29 in Ballari. A blunt object was reportedly involved. Case status: pending forensic report.,LOC-e1b15159,standard
KA-2024-00119,FIR/2024/2264,2024-12-17,shop burglary after business hours,none (cyber/no physical weapon),chargesheet filed,Kalaburagi ನಲ್ಲಿ 22:08 ಸಮಯದಲ್ಲಿ ವ್ಯಾಪಾರದ ಸಮಯದ ನಂತರ ಅಂಗಡಿ ಕಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,Complainant reported a shop burglary after business hours at approximately 22:08 in Kalaburagi. No weapon was involved. Case status: chargesheet filed.,LOC-3ef1929e,standard
KA-2024-00120,FIR/2024/3658,2024-07-22,cyber fraud via phishing call,none,closed,Shivamogga ನಲ್ಲಿ 13:51 ಸಮಯದಲ್ಲಿ ಫಿಶಿಂಗ್ ಕರೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.,A case of cyber fraud via phishing call was registered in Shivamogga. Incident occurred around 13:51. No weapon was involved. Current status: closed.,LOC-28072b01,standard
KA-2025-00121,FIR/2025/5668,2025-07-19,pickpocketing in crowded transit area,none,pending forensic report,"Davanagere ಪ್ರದೇಶದಲ್ಲಿ ಜನನಿಬಿಡ ಸ್ಥಳದಲ್ಲಿ ಜೇಬುಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 22:03. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ವಿಧಿವಿಜ್ಞಾನ ವರದಿ ಬಾಕಿ.",Complainant reported a pickpocketing in crowded transit area at approximately 22:03 in Davanagere. No weapon was involved. Case status: pending forensic report.,LOC-d2f3bf9e,standard
KA-2026-00122,FIR/2026/5616,2026-06-05,pickpocketing in crowded transit area,knife,closed,"Belagavi ಪ್ರದೇಶದಲ್ಲಿ ಜನನಿಬಿಡ ಸ್ಥಳದಲ್ಲಿ ಜೇಬುಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 02:46. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",A case of pickpocketing in crowded transit area was registered in Belagavi. Incident occurred around 02:46. A knife was reportedly involved. Current status: closed.,LOC-13e5539f,standard
KA-2024-00123,FIR/2024/2680,2024-03-22,chain snatching on foot near market,knife,closed,"Shivamogga ಪ್ರದೇಶದಲ್ಲಿ ಮಾರುಕಟ್ಟೆ ಬಳಿ ನಡೆದುಕೊಂಡು ಸರಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 01:24. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಪ್ರಕರಣ ಮುಕ್ತಾಯ.",A case of chain snatching on foot near market was registered in Shivamogga. Incident occurred around 01:24. A knife was reportedly involved. Current status: closed.,LOC-75e32a72,standard
KA-2025-00124,FIR/2025/8391,2025-11-10,chain snatching using two-wheeler,none (cyber/no physical weapon),chargesheet filed,Mysuru ನಲ್ಲಿ 14:09 ಸಮಯದಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಬಳಸಿ ಸರಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,Complainant reported a chain snatching using two-wheeler at approximately 14:09 in Mysuru. No weapon was involved. Case status: chargesheet filed.,LOC-abb83e3d,standard
KA-2025-00125,FIR/2025/6221,2025-08-05,chain snatching on foot near market,none (cyber/no physical weapon),under investigation,Ballari ನಲ್ಲಿ 09:45 ಸಮಯದಲ್ಲಿ ಮಾರುಕಟ್ಟೆ ಬಳಿ ನಡೆದುಕೊಂಡು ಸರಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.,Complainant reported a chain snatching on foot near market at approximately 09:45 in Ballari. No weapon was involved. Case status: under investigation.,LOC-102cfde3,standard
KA-2025-00126,FIR/2025/2298,2025-12-29,chain snatching using two-wheeler,none (cyber/no physical weapon),chargesheet filed,Kalaburagi ನಲ್ಲಿ 17:41 ಸಮಯದಲ್ಲಿ ದ್ವಿಚಕ್ರ ವಾಹನ ಬಳಸಿ ಸರಗಳ್ಳತನ ಪ್ರಕರಣ ವರದಿಯಾಗಿದೆ. ಪ್ರಕರಣದ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.,A case of chain snatching using two-wheeler was registered in Kalaburagi. Incident occurred around 17:41. No weapon was involved. Current status: chargesheet filed.,LOC-7cbdccba,restricted
KA-2025-00127,FIR/2025/2996,2025-03-23,cyber fraud via phishing call,none (cyber/no physical weapon),under investigation,"Mangaluru ಪ್ರದೇಶದಲ್ಲಿ ಫಿಶಿಂಗ್ ಕರೆ ಮೂಲಕ ಸೈಬರ್ ವಂಚನೆ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 13:12. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ತನಿಖೆ ಹಂತದಲ್ಲಿ.",Complainant reported a cyber fraud via phishing call at approximately 13:12 in Mangaluru. No weapon was involved. Case status: under investigation.,LOC-485742ff,restricted
KA-2024-00128,FIR/2024/1025,2024-08-11,pickpocketing in crowded transit area,none,chargesheet filed,"Davanagere ಪ್ರದೇಶದಲ್ಲಿ ಜನನಿಬಿಡ ಸ್ಥಳದಲ್ಲಿ ಜೇಬುಗಳ್ಳತನ ಘಟನೆ ವರದಿಯಾಗಿದ್ದು, ಸಮಯ ಸುಮಾರು 00:55. ಪ್ರಸ್ತುತ ಸ್ಥಿತಿ: ಆರೋಪಪಟ್ಟಿ ಸಲ್ಲಿಕೆಯಾಗಿದೆ.",A case of pickpocketing in crowded transit area was registered in Davanagere. Incident occurred around 00:55. No weapon was involved. Current status: chargesheet filed.,LOC-57b896fd,standard
